case_id,block,generation_order,instance_id,N,admission,compatibility,dag_density,outsource_multiplier,seed,instance_path,expected_sha256,actual_sha256,hash_match,data_files_complete,missing_or_mismatched_files,reused_existing_instance,generation_process
REP_09,independent_replication,117,stress_N0200_A080_C050_DM_O090_S20269009,200,0.8,0.5,M,0.9,20269009,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_09\instances\stress_N0200_A080_C050_DM_O090_S20269009,8699667509e7a93b7de76ebf01831ee6c47490b2b4972fc7023ada549af9b938,8699667509e7a93b7de76ebf01831ee6c47490b2b4972fc7023ada549af9b938,True,True,,True,reused
REP_10,independent_replication,118,stress_N0200_A080_C080_DM_O110_S20269010,200,0.8,0.8,M,1.1,20269010,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_10\instances\stress_N0200_A080_C080_DM_O110_S20269010,e4a2ab28a3567bbfed0d2ec2f964667154ebf0f3bc82c33c7f7cd0db32fb3c72,e4a2ab28a3567bbfed0d2ec2f964667154ebf0f3bc82c33c7f7cd0db32fb3c72,True,True,,True,reused
REP_11,independent_replication,119,stress_N0200_A100_C050_DH_O110_S20269011,200,1.0,0.5,H,1.1,20269011,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_11\instances\stress_N0200_A100_C050_DH_O110_S20269011,1f3fb9d18272c27010844d0a24608fba90392012e6c2caf73cb95c4ed207b893,1f3fb9d18272c27010844d0a24608fba90392012e6c2caf73cb95c4ed207b893,True,True,,True,reused
REP_12,independent_replication,120,stress_N0200_A100_C080_DL_O090_S20269012,200,1.0,0.8,L,0.9,20269012,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_12\instances\stress_N0200_A100_C080_DL_O090_S20269012,83f0f0940bc11b6b18aa4d46a80229e70bf3808b9bcbb8bfc0f0e653957d2066,83f0f0940bc11b6b18aa4d46a80229e70bf3808b9bcbb8bfc0f0e653957d2066,True,True,,True,reused
REP_13,independent_replication,121,stress_N0400_A050_C050_DL_O090_S20269013,400,0.5,0.5,L,0.9,20269013,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_13\instances\stress_N0400_A050_C050_DL_O090_S20269013,3b3a248c1ac6ad39351f426f1d33065b47ded155929b8af9cb10496a481385c0,3b3a248c1ac6ad39351f426f1d33065b47ded155929b8af9cb10496a481385c0,True,True,,True,reused
REP_14,independent_replication,122,stress_N0400_A050_C080_DH_O110_S20269014,400,0.5,0.8,H,1.1,20269014,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_14\instances\stress_N0400_A050_C080_DH_O110_S20269014,c0aa3c1ca55c7dee1029d7641909805db07c955747c521aac2fce19be67849af,c0aa3c1ca55c7dee1029d7641909805db07c955747c521aac2fce19be67849af,True,True,,True,reused
REP_15,independent_replication,123,stress_N0400_A080_C050_DM_O090_S20269015,400,0.8,0.5,M,0.9,20269015,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_15\instances\stress_N0400_A080_C050_DM_O090_S20269015,456d30d3e357d5dbd42cbc3832099cffd79f9e7d1cb1f04060be71475170a8d2,456d30d3e357d5dbd42cbc3832099cffd79f9e7d1cb1f04060be71475170a8d2,True,True,,True,reused
REP_16,independent_replication,124,stress_N0400_A080_C080_DM_O110_S20269016,400,0.8,0.8,M,1.1,20269016,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_16\instances\stress_N0400_A080_C080_DM_O110_S20269016,2fd915f3658d15e531f7de4b4e7028caf8792ba7d2073cefc452fa637e269496,2fd915f3658d15e531f7de4b4e7028caf8792ba7d2073cefc452fa637e269496,True,True,,True,reused
REP_17,independent_replication,125,stress_N0400_A100_C050_DH_O110_S20269017,400,1.0,0.5,H,1.1,20269017,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_17\instances\stress_N0400_A100_C050_DH_O110_S20269017,be04268604a656588ee5a7e2c7b33e62180ea74e95cef29e3618462d79d77260,be04268604a656588ee5a7e2c7b33e62180ea74e95cef29e3618462d79d77260,True,True,,True,reused
REP_18,independent_replication,126,stress_N0400_A100_C080_DL_O090_S20269018,400,1.0,0.8,L,0.9,20269018,<WITHHELD_LOCAL_SOURCE>\Desktop\RCG-ED\04_STAGE_C\data_short\stage_c_structural\REP_18\instances\stress_N0400_A100_C080_DL_O090_S20269018,fd7b2097d442fea33c2d40a5faf98e27dbd00fa56ad2f2b28834110fd0d53300,fd7b2097d442fea33c2d40a5faf98e27dbd00fa56ad2f2b28834110fd0d53300,True,True,,True,reused
